<PARSED TEXT FOR SHEET: 1 / 1 TABS
TAB NAME: ARTOO_Source_Traceability.csv>
index,source,filename,line,section,subsection,source_requirement,contract_id,capability,phase,status,interaction_contract,limits_and_dependencies,acceptance_evidence
57,S1,artoo-product-requirements-doc.md,83,Core Features and Functionality,User Management,Skin Type Analysis: Personalized recommendations based on skin characteristics,CAP-042,Skin Type Analysis,R,Retained source requirement; detailed behavior/phase is proposed,Let users record skin concerns voluntarily and seek practitioner guidance; any image-assisted analysis needs a defined validated purpose.,Do not diagnose conditions or infer treatment eligibility from a photo.,Unknown or unreliable analysis abstains; sensitive inputs remain separate from public profile and ads.
58,S1,artoo-product-requirements-doc.md,87,Core Features and Functionality,ST/AT/UT Organizational Structure,Studio Tiers (ST Levels): Different studio membership levels affecting commission rates and visibility,CAP-043,Studio Tiers (ST Levels); Studio Tiers (ST); ST1; ST2,C,Retained source requirement; detailed behavior/phase is proposed,"Configure studio plans for team/branch management, POD/merchandise, marketing, branding, reports and support; show actual entitlements and effective prices.",Historical ST1/ST2 names retained; exact benefits/pricing require reconciliation. Plan level cannot override client privacy.,Upgrade/downgrade preserves existing contracts and exposes a clear entitlement diff before confirmation.
59,S1,artoo-product-requirements-doc.md,88,Core Features and Functionality,ST/AT/UT Organizational Structure,Artist Tiers (AT Levels): Various artist classifications within studios with different privileges,CAP-044,Artist Tiers (AT Levels); Artist Tiers (AT); AT1; AT2,C,Retained source requirement; detailed behavior/phase is proposed,"Configure selling, scheduling, portfolio analytics, promotion, advanced exports and support by artist plan; show fee breakdown per offer.","Historical 75% vs 90% artist shares are unresolved commercial terms, not silently adopted rates.",A plan change affects future quotes only; accepted split and payout records remain unchanged.
60,S1,artoo-product-requirements-doc.md,89,Core Features and Functionality,ST/AT/UT Organizational Structure,User Tiers (UT Levels): Different membership levels for clients with varying access to features,CAP-045,User Tiers (UT Levels); User Tiers (UT); Free Tier; UT1; UT2,C,Retained source requirement; detailed behavior/phase is proposed,"Display free and paid client benefits, compute credits, avatar/simulation access, discounts and storage/export limits before purchase.","S3 also lists Basic/Premium/Elite; preserve that alternative. Recommend recovery drafts for all, explicitly challenging no-save history.",Exhausted entitlement explains alternatives and preserves work; a downgrade does not destroy prior files.
61,S1,artoo-product-requirements-doc.md,90,Core Features and Functionality,ST/AT/UT Organizational Structure,Non-Compete Clauses: Implementation between ST2 organizations,CAP-046,Non-Compete Clauses,R,Retained source requirement; detailed behavior/phase is proposed,"Preserve requested ST2 affiliation-rule capability as versioned terms displayed before artist acceptance, with duration/scope and exit/dispute record.",Do not implement automatic cross-studio work bans without jurisdiction/provider review; this is a business/legal gate.,No rule can silently alter already accepted work; affected artist sees applicable policy source and an appeal/contact route.
62,S1,artoo-product-requirements-doc.md,91,Core Features and Functionality,ST/AT/UT Organizational Structure,Cross-Studio Collaboration: System for artists from different studios to work together,CAP-047,Cross-Studio Collaboration,C,Retained source requirement; detailed behavior/phase is proposed,"Invite artists from different organizations to a project, assign scoped roles, contribution/license terms and allocation of proceeds.",Each studio controls only its scoped membership/offering; cross-organization private data stays isolated.,Collaborators can edit agreed art and review allocation without reading another studio's unrelated client records.
63,S1,artoo-product-requirements-doc.md,92,Core Features and Functionality,ST/AT/UT Organizational Structure,Organizational Hierarchy: ST (studios) can establish rules for AT (artists),CAP-048,Organizational Hierarchy; Policy Customization,C,Retained source requirement; detailed behavior/phase is proposed,"Manage organizations, branches, staff roles, offer templates, commissions, revisions, deposits and cancellation policies with effective dates.","Resolve platform obligations, accepted agreement and organization policy explicitly; no retroactive policy change.",Checkout and booking reproduce the exact accepted policy version after subsequent studio edits.
64,S1,artoo-product-requirements-doc.md,93,Core Features and Functionality,ST/AT/UT Organizational Structure,"Policy Customization: Terms for commissions, revisions based on organization",CAP-048,Organizational Hierarchy; Policy Customization,C,Retained source requirement; detailed behavior/phase is proposed,"Manage organizations, branches, staff roles, offer templates, commissions, revisions, deposits and cancellation policies with effective dates.","Resolve platform obligations, accepted agreement and organization policy explicitly; no retroactive policy change.",Checkout and booking reproduce the exact accepted policy version after subsequent studio edits.
65,S1,artoo-product-requirements-doc.md,94,Core Features and Functionality,ST/AT/UT Organizational Structure,Studio Virtual Tours: 360° views of participating tattoo studios,CAP-049,Studio Virtual Tours,X,Retained source requirement; detailed behavior/phase is proposed,"Publish consented panoramic/360-degree images with accessible room descriptions, controls, branch address and booking link.",Never imply current sanitation/credentials from a tour; remove private people or sensitive areas.,"Tour loads progressively, works without motion controls and routes to the correct branch's availability."
66,S1,artoo-product-requirements-doc.md,98,Core Features and Functionality,Marketplace Features,Design Browsing: Searchable library with filtering options,CAP-050,Design Browsing,C,Retained source requirement; detailed behavior/phase is proposed,"Search/filter by style, artist, placement, dimensions, palette, license, price, availability and mature-content preference; open reusable preview into workspace.","Distinguish sponsored results, sold/exclusive designs and algorithmic suggestions.",Combining filters yields accurate available licenses; opening preview retains attribution and correct download restrictions.
